r11,r12,r13,r21,r22,r23,r31,r32,r33,px,py,pz,gripper_state
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0051314350519370035,0.0,0.0005131435051937003,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.005308468447631199,0.0,0.0005308468447631199,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.005489323145604269,0.0,0.0005489323145604269,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.005674030649724077,0.0,0.0005674030649724077,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.005862622171364319,0.0,0.0005862622171364319,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.006055128630106816,0.0,0.0006055128630106816,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0062515806544437506,0.0,0.0006251580654443751,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.006452008582479961,0.0,0.0006452008582479962,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.006656442462635198,0.0,0.0006656442462635198,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.006864912054346382,0.0,0.0006864912054346383,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0070774468287698854,0.0,0.0007077446828769886,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0072940759694837915,0.0,0.0007294075969483792,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.007514828373190155,0.0,0.0007514828373190156,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.007739732650417296,0.0,0.0007739732650417296,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.007968817126222027,0.0,0.0007968817126222027,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.008202109840891949,0.0,0.0008202109840891949,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00843963855064771,0.0,0.0008439638550647711,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.008681430728345268,0.0,0.0008681430728345269,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.008927513564178166,0.0,0.0008927513564178166,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00917791396637979,0.0,0.000917791396637979,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.009432658561925636,0.0,0.0009432658561925637,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0096917736972356,0.0,0.00096917736972356,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.009955285438876197,0.0,0.0009955285438876197,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.010223219574262884,0.0,0.0010223219574262885,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.010495601612362283,0.0,0.0010495601612362283,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.010772456784394467,0.0,0.0010772456784394469,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01105381004453523,0.0,0.0011053810044535232,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.011339686070618343,0.0,0.0011339686070618344,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.011630109264837827,0.0,0.0011630109264837826,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.011925103754450226,0.0,0.0011925103754450227,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.012224693392476851,0.0,0.0012224693392476852,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01252890175840608,0.0,0.0012528901758406081,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.012837752158895589,0.0,0.0012837752158895589,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.013151267628474664,0.0,0.0013151267628474664,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01346947093024642,0.0,0.001346947093024642,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.013792384556590096,0.0,0.0013792384556590097,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.014120030729863313,0.0,0.0014120030729863314,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.014452431403104347,0.0,0.0014452431403104348,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.014789608260734383,0.0,0.0014789608260734385,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.015131582719259804,0.0,0.0015131582719259806,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.015478375927974438,0.0,0.0015478375927974438,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.015830008769661827,0.0,0.0015830008769661828,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.016186501861297508,0.0,0.0016186501861297508,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01654787555475126,0.0,0.001654787555475126,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01691414993748939,0.0,0.0016914149937489393,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01728534483327699,0.0,0.0017285344833276991,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.017661479802880204,0.0,0.0017661479802880205,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.018042574144768484,0.0,0.0018042574144768485,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01842864689581689,0.0,0.001842864689581689,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.018819716832008324,0.0,0.0018819716832008324,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.019215802469135804,0.0,0.0019215802469135805,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01961692206350474,0.0,0.001961692206350474,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.020023093612635202,0.0,0.0020023093612635203,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02043433485596418,0.0,0.002043433485596418,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.020850663275547847,0.0,0.002085066327554785,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.021272096096763816,0.0,0.0021272096096763816,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02169865028901346,0.0,0.002169865028901346,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.022130342566424096,0.0,0.0022130342566424096,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.022567189388551342,0.0,0.0022567189388551343,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02300920696108131,0.0,0.002300920696108131,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0234564112365329,0.0,0.00234564112365329,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.023908817914960082,0.0,0.0023908817914960086,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.024366442444654142,0.0,0.0024366442444654145,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02482930002284595,0.0,0.002482930002284595,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.025297405596408248,0.0,0.002529740559640825,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.025770773862557876,0.0,0.002577077386255788,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.026249419269558105,0.0,0.0026249419269558107,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02673335601742082,0.0,0.002673335601742082,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02722259805860886,0.0,0.002722259805860886,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.027717159098738245,0.0,0.002771715909873825,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.028217052597280454,0.0,0.0028217052597280454,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.028722291768264685,0.0,0.002872229176826469,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.029232889580980144,0.0,0.0029232889580980146,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02974885876067827,0.0,0.0029748858760678273,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.030270211789275057,0.0,0.003027021178927506,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03079696090605327,0.0,0.003079696090605327,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03132911810836475,0.0,0.003132911810836475,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03186669515233266,0.0,0.0031866695152332663,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03240970355355372,0.0,0.0032409703553553724,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.032958154587800575,0.0,0.003295815458780058,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03351205929172395,0.0,0.0033512059291723947,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03407142846355497,0.0,0.0034071428463554976,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03463627266380745,0.0,0.003463627266380745,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.035206602215980064,0.0,0.0035206602215980065,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.035782427207258785,0.0,0.003578242720725879,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03636375748921897,0.0,0.003636375748921897,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03695060267852771,0.0,0.0036950602678527712,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03754297215764612,0.0,0.003754297215764612,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.038140875075531544,0.0,0.0038140875075531547,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0387443203483399,0.0,0.00387443203483399,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03935331666012785,0.0,0.003935331666012785,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03996787246355513,0.0,0.003996787246355513,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04058799598058687,0.0,0.004058799598058687,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.041213695203195705,0.0,0.004121369520319571,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04184497789406419,0.0,0.004184497789406419,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04248185158728697,0.0,0.0042481851587286975,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04312432358907314,0.0,0.004312432358907314,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04377240097844841,0.0,0.004377240097844841,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.044426090607957436,0.0,0.004442609060795744,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.045085399104366104,0.0,0.00450853991043661,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04575033286936371,0.0,0.004575033286936371,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.046420898080265324,0.0,0.004642089808026532,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04709710069071399,0.0,0.004709710069071399,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.047778946431383015,0.0,0.004777894643138302,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.048466440810678274,0.0,0.004846644081067828,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04915958911544038,0.0,0.004915958911544039,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.049858396411647105,0.0,0.0049858396411647105,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05056286754511543,0.0,0.005056286754511544,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.051273007142204015,0.0,0.005127300714220402,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05198881961051542,0.0,0.005198881961051543,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05271030913959825,0.0,0.005271030913959826,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05343747970164958,0.0,0.005343747970164958,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.054170335052217106,0.0,0.005417033505221711,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05490887873090148,0.0,0.005490887873090149,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05565311406205853,0.0,0.0055653114062058535,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05640304415550161,0.0,0.005640304415550162,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05715867190720374,0.0,0.005715867190720374,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.057920000000000006,0.0,0.005792000000000001,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05868703090428967,0.0,0.0058687030904289676,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.059459766878738676,0.0,0.005945976687873868,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.060238209970981595,0.0,0.00602382099709816,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.061022362018324186,0.0,0.006102236201832419,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.061812224648445574,0.0,0.006181222464844558,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0626077992801003,0.0,0.00626077992801003,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06340908712382105,0.0,0.006340908712382106,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06421608918262037,0.0,0.006421608918262037,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06502880625269344,0.0,0.006502880625269345,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06584723892411988,0.0,0.006584723892411989,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06667138758156652,0.0,0.006667138758156652,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06750125240498914,0.0,0.006750125240498914,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06833683337033515,0.0,0.006833683337033516,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0691781302502456,0.0,0.006917813025024561,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0700251426147577,0.0,0.00700251426147577,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07087786983200667,0.0,0.007087786983200667,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07173631106892857,0.0,0.007173631106892857,0.0
