r11,r12,r13,r21,r22,r23,r31,r32,r33,px,py,pz,gripper_state
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7930628517895414,0.0,0.07930628517895415,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7945258998156374,0.0,0.07945258998156374,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7959844889441542,0.0,0.07959844889441542,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7974385998882101,0.0,0.07974385998882101,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7988882134813624,0.0,0.07988882134813624,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8003333106783084,0.0,0.08003333106783084,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8017738725555896,0.0,0.08017738725555897,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8032098803122921,0.0,0.08032098803122922,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8046413152707509,0.0,0.0804641315270751,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.80606815887725,0.0,0.080606815887725,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8074903927027262,0.0,0.08074903927027262,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8089079984434719,0.0,0.0808907998443472,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8103209579218349,0.0,0.0810320957921835,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8117292530869236,0.0,0.08117292530869236,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8131328660153054,0.0,0.08131328660153055,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8145317789117157,0.0,0.08145317789117157,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8159259741097504,0.0,0.08159259741097505,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8173154340725788,0.0,0.08173154340725788,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8187001413936376,0.0,0.08187001413936376,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8200800787973366,0.0,0.08200800787973367,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8214552291397619,0.0,0.0821455229139762,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8228255754093758,0.0,0.08228255754093759,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8241911007277207,0.0,0.08241911007277208,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8255517883501199,0.0,0.082555178835012,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8269076216663824,0.0,0.08269076216663825,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8282585842015024,0.0,0.08282585842015025,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8296046596163631,0.0,0.08296046596163631,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8309458317084386,0.0,0.08309458317084387,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8322820844124963,0.0,0.08322820844124963,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8336134018012986,0.0,0.08336134018012986,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.834939768086307,0.0,0.0834939768086307,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8362611676183795,0.0,0.08362611676183795,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8375775848884808,0.0,0.08375775848884809,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8388890045283783,0.0,0.08388890045283784,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8401954113113441,0.0,0.08401954113113441,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8414967901528623,0.0,0.08414967901528624,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8427931261113275,0.0,0.08427931261113275,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8440844043887463,0.0,0.08440844043887463,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8453706103314433,0.0,0.08453706103314435,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8466517294307598,0.0,0.08466517294307599,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8479277473237594,0.0,0.08479277473237595,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8491986497939243,0.0,0.08491986497939244,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8504644227718672,0.0,0.08504644227718672,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8517250523360225,0.0,0.08517250523360226,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8529805247133577,0.0,0.08529805247133578,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8542308262800717,0.0,0.08542308262800719,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8554759435622943,0.0,0.08554759435622944,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8567158632367968,0.0,0.08567158632367969,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8579505721316838,0.0,0.08579505721316838,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8591800572271024,0.0,0.08591800572271024,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.860404305655945,0.0,0.0860404305655945,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8616233047045474,0.0,0.08616233047045474,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8628370418133915,0.0,0.08628370418133915,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8640455045778124,0.0,0.08640455045778124,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8652486807486943,0.0,0.08652486807486943,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8664465582331788,0.0,0.08664465582331789,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8676391250953595,0.0,0.08676391250953595,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8688263695569947,0.0,0.08688263695569948,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8700082799982007,0.0,0.08700082799982008,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8711848449581565,0.0,0.08711848449581566,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8723560531358074,0.0,0.08723560531358075,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8735218933905695,0.0,0.08735218933905696,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8746823547430227,0.0,0.08746823547430227,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8758374263756283,0.0,0.08758374263756284,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8769870976334144,0.0,0.08769870976334145,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.878131358024691,0.0,0.0878131358024691,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8792701972217452,0.0,0.08792701972217452,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8804036050615467,0.0,0.08804036050615467,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8815315715464471,0.0,0.08815315715464472,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8826540868448867,0.0,0.08826540868448868,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8837711412920934,0.0,0.08837711412920934,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8848827253907852,0.0,0.08848827253907852,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8859888298118728,0.0,0.08859888298118729,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8870894453951641,0.0,0.08870894453951642,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8881845631500607,0.0,0.08881845631500607,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.889274174256268,0.0,0.0889274174256268,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8903582700644899,0.0,0.08903582700644899,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.891436842097137,0.0,0.0891436842097137,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8925098820490263,0.0,0.08925098820490263,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8935773817880834,0.0,0.08935773817880835,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8946393333560418,0.0,0.08946393333560419,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.895695728969153,0.0,0.0895695728969153,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8967465610188801,0.0,0.08967465610188802,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8977918220726078,0.0,0.08977918220726078,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8988315048743398,0.0,0.08988315048743399,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8998656023454004,0.0,0.08998656023454005,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9008941075851395,0.0,0.09008941075851395,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9019170138716346,0.0,0.09019170138716347,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9029343146623894,0.0,0.09029343146623894,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9039460035950464,0.0,0.09039460035950464,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9049520744880719,0.0,0.0904952074488072,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9059525213414763,0.0,0.09059525213414764,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9069473383375046,0.0,0.09069473383375047,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9079365198413414,0.0,0.09079365198413414,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9089200604018193,0.0,0.09089200604018194,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9098979547521082,0.0,0.09098979547521083,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9108701978104305,0.0,0.09108701978104305,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9118367846807596,0.0,0.09118367846807596,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9127977106535137,0.0,0.09127977106535137,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9137529712062746,0.0,0.09137529712062747,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9147025620044724,0.0,0.09147025620044724,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9156464789020999,0.0,0.09156464789021,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9165847179424087,0.0,0.09165847179424087,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9175172753586174,0.0,0.09175172753586175,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9184441475746037,0.0,0.09184441475746037,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9193653312056216,0.0,0.09193653312056216,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9202808230589863,0.0,0.09202808230589864,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9211906201347908,0.0,0.09211906201347908,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.922094719626601,0.0,0.0922094719626601,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9229931189221596,0.0,0.09229931189221596,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9238858156040894,0.0,0.09238858156040895,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9247728074505914,0.0,0.09247728074505915,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.925654092436154,0.0,0.0925654092436154,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9265296687322486,0.0,0.09265296687322487,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9273995347080384,0.0,0.09273995347080384,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9282636889310711,0.0,0.09282636889310712,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9291221301679937,0.0,0.09291221301679937,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9299748573852418,0.0,0.09299748573852418,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9308218697497543,0.0,0.09308218697497544,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9316631666296649,0.0,0.09316631666296649,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9324987475950108,0.0,0.09324987475950108,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9333286124184326,0.0,0.09333286124184326,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9341527610758811,0.0,0.09341527610758811,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9349711937473062,0.0,0.09349711937473063,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9357839108173804,0.0,0.09357839108173804,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9365909128761789,0.0,0.0936590912876179,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9373922007198998,0.0,0.09373922007198998,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9381877753515551,0.0,0.09381877753515551,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9389776379816763,0.0,0.09389776379816764,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9397617900290185,0.0,0.09397617900290185,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9405402331212616,0.0,0.09405402331212616,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9413129690957103,0.0,0.09413129690957103,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9420800000000005,0.0,0.09420800000000006,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9428413280927961,0.0,0.09428413280927961,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9435969558444985,0.0,0.09435969558444986,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9443468859379416,0.0,0.09443468859379417,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9450911212690976,0.0,0.09450911212690977,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9458296649477833,0.0,0.09458296649477833,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9465625202983503,0.0,0.09465625202983503,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9472896908604023,0.0,0.09472896908604023,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9480111803894848,0.0,0.09480111803894849,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9487269928577962,0.0,0.09487269928577963,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.949437132454884,0.0,0.0949437132454884,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9501416035883525,0.0,0.09501416035883525,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9508404108845596,0.0,0.09508404108845597,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9515335591893228,0.0,0.09515335591893229,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9522210535686173,0.0,0.09522210535686174,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9529028993092852,0.0,0.09529028993092853,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9535791019197348,0.0,0.09535791019197348,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9542496671306351,0.0,0.09542496671306351,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9549146008956342,0.0,0.09549146008956343,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9555739093920428,0.0,0.09555739093920429,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9562275990215516,0.0,0.09562275990215517,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9568756764109274,0.0,0.09568756764109275,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9575181484127127,0.0,0.09575181484127127,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9581550221059363,0.0,0.09581550221059364,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9587863047968028,0.0,0.09587863047968029,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9594120040194127,0.0,0.09594120040194128,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9600321275364458,0.0,0.0960032127536446,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9606466833398728,0.0,0.09606466833398729,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9612556796516594,0.0,0.09612556796516594,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9618591249244686,0.0,0.09618591249244686,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9624570278423543,0.0,0.09624570278423544,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9630493973214733,0.0,0.09630493973214733,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9636362425107805,0.0,0.09636362425107806,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9642175727927418,0.0,0.09642175727927418,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9647933977840193,0.0,0.09647933977840194,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9653637273361926,0.0,0.09653637273361926,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9659285715364456,0.0,0.09659285715364457,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9664879407082756,0.0,0.09664879407082756,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9670418454121998,0.0,0.09670418454121998,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9675902964464465,0.0,0.09675902964464465,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9681333048476661,0.0,0.09681333048476662,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9686708818916347,0.0,0.09686708818916348,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9692030390939466,0.0,0.09692030390939466,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9697297882107252,0.0,0.09697297882107253,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9702511412393213,0.0,0.09702511412393214,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9707671104190196,0.0,0.09707671104190196,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9712777082317356,0.0,0.09712777082317357,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.97178294740272,0.0,0.09717829474027201,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9722828409012614,0.0,0.09722828409012614,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9727774019413893,0.0,0.09727774019413893,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9732666439825803,0.0,0.09732666439825804,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9737505807304405,0.0,0.09737505807304406,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9742292261374419,0.0,0.09742292261374419,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.974702594403591,0.0,0.0974702594403591,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9751706999771534,0.0,0.09751706999771535,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9756335575553461,0.0,0.09756335575553461,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.976091182085038,0.0,0.0976091182085038,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9765435887634673,0.0,0.09765435887634673,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9769907930389179,0.0,0.0976990793038918,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9774328106114503,0.0,0.09774328106114503,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9778696574335766,0.0,0.09778696574335766,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9783013497109856,0.0,0.09783013497109856,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9787279039032368,0.0,0.09787279039032369,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9791493367244528,0.0,0.09791493367244529,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.979565665144035,0.0,0.0979565665144035,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9799769063873658,0.0,0.09799769063873659,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9803830779364962,0.0,0.09803830779364962,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9807841975308644,0.0,0.09807841975308645,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9811802831679923,0.0,0.09811802831679924,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.981571353104183,0.0,0.09815713531041831,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.981957425855231,0.0,0.0981957425855231,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9823385201971204,0.0,0.09823385201971205,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9827146551667223,0.0,0.09827146551667224,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9830858500625093,0.0,0.09830858500625093,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9834521244452494,0.0,0.09834521244452495,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9838134981387028,0.0,0.09838134981387028,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9841699912303392,0.0,0.09841699912303392,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9845216240720251,0.0,0.09845216240720252,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9848684172807394,0.0,0.09848684172807394,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9852103917392645,0.0,0.09852103917392646,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9855475685968944,0.0,0.09855475685968945,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9858799692701359,0.0,0.09858799692701359,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9862076154434085,0.0,0.09862076154434085,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9865305290697526,0.0,0.09865305290697526,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.986848732371524,0.0,0.09868487323715242,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9871622478411037,0.0,0.09871622478411038,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9874710982415937,0.0,0.09874710982415938,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9877753066075234,0.0,0.09877753066075234,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9880748962455486,0.0,0.09880748962455486,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9883698907351626,0.0,0.09883698907351626,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.988660313929381,0.0,0.0988660313929381,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9889461899554641,0.0,0.09889461899554641,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9892275432156055,0.0,0.09892275432156056,0.0
