0.612267,1.392076,-0.560967,-0.204511,-0.178645,-0.452953
0.615457,1.341838,-0.550140,-0.206026,-0.180013,-0.467256
0.614101,1.290758,-0.542605,-0.207616,-0.180508,-0.480796
0.602060,1.242500,-0.526945,-0.208186,-0.182558,-0.492635
0.589928,1.194448,-0.511465,-0.208785,-0.184898,-0.503934
0.577657,1.146513,-0.496153,-0.209748,-0.188057,-0.515081
0.565292,1.098641,-0.481036,-0.210909,-0.191656,-0.525980
0.552868,1.050801,-0.466126,-0.212178,-0.195489,-0.536581
0.540410,1.002977,-0.451423,-0.213501,-0.199433,-0.546856
0.527938,0.955155,-0.436927,-0.214845,-0.203414,-0.556787
0.515468,0.907328,-0.422635,-0.216190,-0.207380,-0.566366
0.503011,0.859490,-0.408543,-0.217523,-0.211299,-0.575588
0.490577,0.811652,-0.394650,-0.218833,-0.215147,-0.584446
0.478565,0.770603,-0.382140,-0.219448,-0.218495,-0.590680
0.467015,0.735803,-0.370884,-0.219504,-0.221410,-0.594573
0.455977,0.706773,-0.360781,-0.219118,-0.223932,-0.596354
0.445452,0.683097,-0.351723,-0.218390,-0.226104,-0.596219
0.435431,0.664403,-0.343615,-0.217411,-0.227960,-0.594336
0.425895,0.650353,-0.336367,-0.216258,-0.229531,-0.590846
0.416823,0.640645,-0.329899,-0.215000,-0.230844,-0.585874
0.408189,0.634995,-0.324134,-0.213701,-0.231921,-0.579531
0.399964,0.633130,-0.319001,-0.212415,-0.232786,-0.571922
0.392119,0.634794,-0.314430,-0.211194,-0.233458,-0.563141
0.384623,0.639742,-0.310359,-0.210082,-0.233957,-0.553281
0.377446,0.647739,-0.306727,-0.209119,-0.234302,-0.542428
0.370514,0.657877,-0.303384,-0.208282,-0.234546,-0.530849
0.363487,0.665106,-0.299653,-0.207176,-0.234946,-0.519920
0.356375,0.669582,-0.295577,-0.205843,-0.235484,-0.509620
0.349187,0.671411,-0.291188,-0.204316,-0.236142,-0.499935
0.341965,0.670654,-0.286528,-0.202621,-0.236894,-0.490847
0.334713,0.667349,-0.281618,-0.200783,-0.237724,-0.482341
0.327433,0.661511,-0.276477,-0.198823,-0.238621,-0.474408
0.320123,0.653136,-0.271121,-0.196761,-0.239576,-0.467036
0.312781,0.642208,-0.265561,-0.194615,-0.240579,-0.460214
0.305443,0.629333,-0.259878,-0.192417,-0.241608,-0.453851
0.298248,0.616710,-0.254312,-0.190235,-0.242613,-0.447659
0.291194,0.604335,-0.248861,-0.188068,-0.243592,-0.441633
0.284278,0.592203,-0.243523,-0.185916,-0.244542,-0.435767
0.277498,0.580309,-0.238297,-0.183778,-0.245462,-0.430055
0.270852,0.568647,-0.233179,-0.181654,-0.246350,-0.424493
0.264337,0.557214,-0.228168,-0.179544,-0.247206,-0.419075
0.257951,0.546005,-0.223262,-0.177447,-0.248029,-0.413798
0.251692,0.535015,-0.218458,-0.175364,-0.248817,-0.408657
0.245558,0.524241,-0.213754,-0.173294,-0.249571,-0.403647
0.239546,0.513677,-0.209149,-0.171238,-0.250289,-0.398764
0.233655,0.503320,-0.204641,-0.169193,-0.250972,-0.394004
0.227883,0.493166,-0.200227,-0.167162,-0.251618,-0.389362
0.222227,0.483211,-0.195906,-0.165142,-0.252229,-0.384834
0.216685,0.473450,-0.191676,-0.163135,-0.252804,-0.380417
0.211256,0.463881,-0.187535,-0.161140,-0.253342,-0.376107
0.205936,0.454498,-0.183480,-0.159157,-0.253845,-0.371900
0.200725,0.445299,-0.179511,-0.157187,-0.254312,-0.367794
0.195620,0.436280,-0.175626,-0.155230,-0.254744,-0.363784
0.190619,0.427438,-0.171822,-0.153286,-0.255140,-0.359869
0.185721,0.418768,-0.168098,-0.151355,-0.255502,-0.356044
0.180923,0.410268,-0.164453,-0.149438,-0.255829,-0.352308
0.176223,0.401934,-0.160884,-0.147534,-0.256122,-0.348656
0.171620,0.393764,-0.157391,-0.145643,-0.256382,-0.345086
0.167111,0.385753,-0.153971,-0.143766,-0.256609,-0.341596
0.162696,0.377899,-0.150623,-0.141902,-0.256804,-0.338183
0.158372,0.370198,-0.147346,-0.140053,-0.256967,-0.334845
0.154137,0.362648,-0.144137,-0.138217,-0.257098,-0.331578
0.149989,0.355246,-0.140996,-0.136395,-0.257199,-0.328381
0.145928,0.347988,-0.137921,-0.134587,-0.257270,-0.325252
0.141951,0.340873,-0.134911,-0.132794,-0.257312,-0.322188
0.138057,0.333896,-0.131964,-0.131015,-0.257324,-0.319188
0.134244,0.327056,-0.129080,-0.129250,-0.257309,-0.316248
0.130510,0.320350,-0.126255,-0.127501,-0.257266,-0.313369
0.126855,0.313775,-0.123491,-0.125766,-0.257197,-0.310546
0.123275,0.307329,-0.120784,-0.124046,-0.257101,-0.307780
0.119771,0.301009,-0.118134,-0.122340,-0.256979,-0.305068
0.116340,0.294812,-0.115540,-0.120650,-0.256833,-0.302408
0.112981,0.288737,-0.113001,-0.118976,-0.256662,-0.299799
0.109693,0.282781,-0.110514,-0.117316,-0.256468,-0.297239
0.106474,0.276941,-0.108080,-0.115672,-0.256250,-0.294728
0.103322,0.271215,-0.105697,-0.114044,-0.256010,-0.292263
0.100237,0.265602,-0.103364,-0.112431,-0.255748,-0.289843
0.097218,0.260098,-0.101080,-0.110834,-0.255464,-0.287467
0.094262,0.254702,-0.098844,-0.109252,-0.255160,-0.285134
0.091369,0.249412,-0.096655,-0.107687,-0.254835,-0.282842
0.088537,0.244225,-0.094512,-0.106137,-0.254490,-0.280591
0.085765,0.239139,-0.092413,-0.104604,-0.254126,-0.278379
0.083052,0.234154,-0.090359,-0.103086,-0.253742,-0.276206
0.080398,0.229266,-0.088347,-0.101585,-0.253340,-0.274070
0.077803,0.224473,-0.086378,-0.100099,-0.252922,-0.271971
0.075272,0.219774,-0.084452,-0.098631,-0.252492,-0.269909
0.072805,0.215166,-0.082566,-0.097179,-0.252049,-0.267884
0.070399,0.210649,-0.080721,-0.095744,-0.251595,-0.265895
0.068054,0.206219,-0.078916,-0.094326,-0.251128,-0.263941
0.065769,0.201876,-0.077149,-0.092924,-0.250650,-0.262022
0.063542,0.197618,-0.075420,-0.091539,-0.250160,-0.260136
0.061373,0.193443,-0.073728,-0.090171,-0.249659,-0.258284
0.059261,0.189349,-0.072073,-0.088820,-0.249146,-0.256466
0.057206,0.185335,-0.070453,-0.087487,-0.248620,-0.254680
0.055208,0.181401,-0.068868,-0.086170,-0.248082,-0.252927
0.053268,0.177544,-0.067317,-0.084871,-0.247532,-0.251208
0.051385,0.173763,-0.065800,-0.083589,-0.246969,-0.249522
0.049562,0.170057,-0.064316,-0.082325,-0.246391,-0.247870
0.047800,0.166424,-0.062865,-0.081079,-0.245798,-0.246255
0.046104,0.162862,-0.061446,-0.079852,-0.245187,-0.244677
0.044479,0.159369,-0.060059,-0.078643,-0.244557,-0.243141
0.042934,0.155945,-0.058706,-0.077455,-0.243904,-0.241652
0.041482,0.152587,-0.057385,-0.076289,-0.243222,-0.240217
0.040145,0.149294,-0.056098,-0.075145,-0.242502,-0.238849
0.038959,0.146063,-0.054848,-0.074027,-0.241730,-0.237570
0.037985,0.142892,-0.053639,-0.072939,-0.240882,-0.236415
0.037327,0.139777,-0.052478,-0.071880,-0.239917,-0.235443
0.036713,0.136723,-0.051343,-0.070854,-0.238934,-0.234780
0.036084,0.133731,-0.050227,-0.069840,-0.237951,-0.234444
0.035452,0.130800,-0.049132,-0.068832,-0.236967,-0.234259
0.034828,0.127927,-0.048058,-0.067834,-0.235979,-0.234093
0.034213,0.125112,-0.047005,-0.066846,-0.234987,-0.233920
0.033607,0.122354,-0.045972,-0.065871,-0.233991,-0.233739
0.033011,0.119651,-0.044958,-0.064907,-0.232991,-0.233549
0.032423,0.117002,-0.043965,-0.063954,-0.231987,-0.233349
0.031844,0.114407,-0.042990,-0.063012,-0.230980,-0.233140
0.031274,0.111863,-0.042034,-0.062082,-0.229968,-0.232921
0.030712,0.109371,-0.041097,-0.061164,-0.228954,-0.232691
0.030158,0.106928,-0.040178,-0.060257,-0.227935,-0.232451
0.029613,0.104535,-0.039276,-0.059361,-0.226914,-0.232199
0.029076,0.102190,-0.038392,-0.058476,-0.225889,-0.231936
